ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ     NC
2023   63  -4.65  -4.69  -4.64  -4.53  -4.14  -4.28  -5.01  -5.98  -5.24  -5.32  -5.78  -5.05    1   
2024   63  -4.78  -4.81  -4.78  -4.67  -4.28  -4.41  -5.15  -6.15  -5.40  -5.45  -5.93  -5.21    1   
2025   63  -4.93  -4.97  -4.92  -4.82  -4.41  -4.55  -5.30  -6.31  -5.55  -5.60  -6.08  -5.36    1   
2026   63  -5.08  -5.12  -5.07  -4.97  -4.56  -4.70  -5.45  -6.47  -5.70  -5.76  -6.24  -5.52    1   
2027   63  -5.24  -5.28  -5.23  -5.12  -4.71  -4.86  -5.61  -6.62  -5.85  -5.93  -6.42  -5.67    1   
2028   63  -5.40  -5.43  -5.39  -5.29  -4.87  -5.02  -5.78  -6.82  -6.04  -6.09  -6.59  -5.85    1   
2029   63  -5.58  -5.62  -5.57  -5.46  -5.04  -5.19  -5.96  -7.01  -6.22  -6.27  -6.78  -6.03    1   
2030   63  -5.76  -5.80  -5.75  -5.64  -5.22  -5.36  -6.14  -7.19  -6.39  -6.45  -6.96  -6.21    1   
2031   63  -5.94  -5.99  -5.93  -5.82  -5.39  -5.54  -6.32  -7.38  -6.57  -6.62  -7.13  -6.38    1   
2032   63  -6.13  -6.17  -6.11  -6.00  -5.57  -5.72  -6.50  -7.56  -6.75  -6.80  -7.31  -6.55    1   
2033   63  -6.31  -6.35  -6.29  -6.18  -5.74  -5.89  -6.69  -7.74  -6.92  -6.98  -7.49  -6.73    1   
2034   63  -6.49  -6.54  -6.48  -6.35  -5.92  -6.07  -6.87  -7.93  -7.10  -7.15  -7.66  -6.90    1   
2035   63  -6.67  -6.72  -6.66  -6.53  -6.10  -6.25  -7.05  -8.11  -7.28  -7.33  -7.84  -7.08    1   
2036   63  -6.85  -6.90  -6.84  -6.71  -6.27  -6.42  -7.24  -8.29  -7.45  -7.51  -8.02  -7.25    1   
2021   66 -29.60 -21.95 -17.55 -16.80 -16.50 -17.27 -17.88 -19.81 -20.63 -22.74 -29.10 -32.79    1      Usos_Consuntivos - ITAIPU
2022   66 -30.11 -22.46 -18.10 -17.35 -17.06 -17.83 -18.45 -20.41 -21.21 -23.33 -29.77 -33.55    1   
2023   66 -30.87 -23.10 -18.70 -17.92 -17.63 -18.45 -19.08 -21.02 -21.82 -23.94 -30.49 -34.31    1   
2024   66 -31.73 -23.65 -19.34 -18.60 -18.31 -19.05 -19.68 -21.71 -22.52 -24.70 -31.37 -35.39    1   
2025   66 -32.68 -24.59 -20.02 -19.28 -18.99 -19.70 -20.35 -22.41 -23.23 -25.43 -32.23 -36.36    1   
2026   66 -33.63 -25.38 -20.73 -19.98 -19.70 -20.40 -21.05 -23.14 -23.97 -26.21 -33.12 -37.37    1   
2027   66 -34.63 -26.21 -21.47 -20.69 -20.40 -21.16 -21.81 -23.87 -24.72 -26.97 -33.98 -38.24    1   
2028   66 -35.63 -26.88 -22.26 -21.52 -21.23 -21.89 -22.56 -24.71 -25.56 -27.86 -35.02 -39.49    1   
2029   66 -36.73 -27.98 -23.08 -22.34 -22.05 -22.70 -23.37 -25.56 -26.41 -28.75 -36.02 -40.61    1   
2030   66 -37.85 -28.94 -23.95 -23.20 -22.89 -23.52 -24.21 -26.40 -27.25 -29.59 -36.86 -41.43    1   
2031   66 -38.96 -29.89 -24.82 -24.05 -23.72 -24.35 -25.05 -27.25 -28.09 -30.43 -37.70 -42.25    1   
2032   66 -40.08 -30.85 -25.69 -24.91 -24.55 -25.17 -25.89 -28.09 -28.92 -31.26 -38.54 -43.07    1   
2033   66 -41.20 -31.80 -26.56 -25.77 -25.39 -26.00 -26.73 -28.93 -29.76 -32.10 -39.37 -43.89    1   
2034   66 -42.31 -32.75 -27.43 -26.63 -26.22 -26.82 -27.57 -29.78 -30.60 -32.94 -40.21 -44.71    1   
2035   66 -43.43 -33.71 -28.30 -27.48 -27.05 -27.65 -28.42 -30.62 -31.43 -33.78 -41.05 -45.53    1   
2036   66 -44.55 -34.66 -29.17 -28.34 -27.89 -28.47 -29.26 -31.47 -32.27 -34.62 -41.89 -46.35    1   
2021   71  -0.20  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.20  -0.21    1      Usos_Consuntivos - STA CLARA PR
2022   71  -0.20  -0.20  -0.20  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.20  -0.21    1   
2023   71  -0.21  -0.20  -0.20  -0.19  -0.19  -0.19  -0.19  -0.20  -0.19  -0.19  -0.21  -0.22    1   
2024   71  -0.21  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.21  -0.22    1   
2025   71  -0.21  -0.21  -0.21  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.21  -0.23    1   
2026   71  -0.22  -0.21  -0.21  -0.21  -0.20  -0.20  -0.20  -0.21  -0.20  -0.20  -0.22  -0.23    1   
2027   71  -0.22  -0.21  -0.21  -0.21  -0.21  -0.21  -0.21  -0.21  -0.21  -0.21  -0.22  -0.23    1   
2028   71  -0.23  -0.22  -0.22  -0.21  -0.21  -0.21  -0.21  -0.22  -0.21  -0.21  -0.23  -0.24    1   
2029   71  -0.23  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.23  -0.24    1   
2030   71  -0.23  -0.23  -0.23  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.23  -0.25    1   
2031   71  -0.24  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.24  -0.25    1   
2032   71  -0.24  -0.23  -0.24  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.24  -0.25    1   
2033   71  -0.25  -0.24  -0.24  -0.23  -0.23  -0.23  -0.23  -0.24  -0.23  -0.23  -0.25  -0.26    1   
2034   71  -0.25  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.25  -0.26    1   
2035   71  -0.25  -0.25  -0.25  -0.24  -0.24  -0.24  -0.24  -0.25  -0.24  -0.24  -0.26  -0.27    1   
2036   71  -0.26  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.26  -0.27    1   
2021   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1      Vazao_Remanescente - STA CLARA PR
2022   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2023   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2024   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2025   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2026   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2027   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2028   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2029   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2030   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2031   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2032   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2033   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2034   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2035   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2036   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47    1   
2021   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1      Vazao_Remanescente - STA CLARA PR -> FUNDAO
2022   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2023   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2024   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2025   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2026   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2027   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2028   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2029   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2030   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2031   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2032   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2033   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2034   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2035   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2036   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47    1   
2021   72  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1      Usos_Consuntivos - FUNDAO
2022   72  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2023   72  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2024   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2025   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2026   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2027   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2028   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2029   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2030   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2031   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2032   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2033   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2034   72  -0.01   0.00  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2035   72  -0.01  -0.01  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2036   72  -0.01  -0.01  -0.01   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01    1   
2021   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1      Vazao_Remanescente - FUNDAO
2022   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2023   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2024   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2025   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2026   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2027   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2028   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2029   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2030   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2031   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2032   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2033   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2034   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2035   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2036   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92    1   
2021   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1      Vazao_Remanescente - FUNDAO -> JORDAO
2022   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2023   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2024   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2025   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2026   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2027   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2028   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2029   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2030   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2031   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2032   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2033   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2034   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2035   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2036   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92    1   
2021   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1      Usos_Consuntivos - JORDAO
2022   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2023   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2024   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2025   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2026   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2027   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2028   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2029   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2030   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2031   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2032   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2033   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2034   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2035   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2036   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2021   74  -3.76  -3.54  -3.57  -3.60  -3.44  -3.43  -3.43  -3.48  -3.44  -3.48  -3.99  -4.13    1      Usos_Consuntivos - G. B. MUNHOZ
2022   74  -3.82  -3.60  -3.63  -3.66  -3.50  -3.49  -3.49  -3.54  -3.50  -3.54  -4.05  -4.19    1   
2023   74  -3.88  -3.66  -3.69  -3.72  -3.56  -3.55  -3.55  -3.60  -3.56  -3.60  -4.11  -4.25    1   
2024   74  -3.94  -3.72  -3.75  -3.78  -3.62  -3.61  -3.61  -3.66  -3.63  -3.66  -4.18  -4.32    1   
2025   74  -4.01  -3.78  -3.82  -3.85  -3.69  -3.68  -3.67  -3.72  -3.69  -3.72  -4.25  -4.39    1   
2026   74  -4.07  -3.85  -3.88  -3.91  -3.75  -3.74  -3.74  -3.79  -3.75  -3.79  -4.32  -4.46    1   
2027   74  -4.14  -3.91  -3.95  -3.98  -3.82  -3.81  -3.80  -3.85  -3.82  -3.85  -4.38  -4.52    1   
2028   74  -4.21  -3.98  -4.02  -4.05  -3.88  -3.87  -3.87  -3.92  -3.88  -3.92  -4.46  -4.60    1   
2029   74  -4.28  -4.05  -4.08  -4.12  -3.95  -3.94  -3.94  -3.99  -3.95  -3.99  -4.53  -4.67    1   
2030   74  -4.35  -4.12  -4.16  -4.19  -4.02  -4.01  -4.01  -4.06  -4.02  -4.06  -4.60  -4.74    1   
2031   74  -4.42  -4.19  -4.23  -4.26  -4.09  -4.08  -4.08  -4.13  -4.09  -4.13  -4.67  -4.81    1   
2032   74  -4.49  -4.26  -4.30  -4.33  -4.16  -4.15  -4.15  -4.20  -4.16  -4.20  -4.75  -4.89    1   
2033   74  -4.57  -4.33  -4.37  -4.40  -4.23  -4.22  -4.22  -4.27  -4.23  -4.27  -4.82  -4.96    1   
2034   74  -4.64  -4.40  -4.44  -4.48  -4.30  -4.29  -4.29  -4.34  -4.30  -4.34  -4.89  -5.03    1   
2035   74  -4.71  -4.47  -4.51  -4.55  -4.37  -4.36  -4.36  -4.41  -4.37  -4.41  -4.96  -5.10    1   
2036   74  -4.78  -4.54  -4.58  -4.62  -4.44  -4.43  -4.43  -4.48  -4.44  -4.48  -5.04  -5.17    1   
2021   76  -0.15  -0.12  -0.13  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.13  -0.18    1      Usos_Consuntivos - SEGREDO
2022   76  -0.15  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.14  -0.19    1   
2023   76  -0.16  -0.13  -0.14  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.14  -0.19    1   
2024   76  -0.16  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.15  -0.20    1   
2025   76  -0.17  -0.14  -0.15  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.15  -0.20    1   
2026   76  -0.17  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.16  -0.21    1   
2027   76  -0.18  -0.15  -0.16  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.17  -0.21    1   
2028   76  -0.19  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.17  -0.22    1   
2029   76  -0.19  -0.16  -0.17  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.18  -0.23    1   
2030   76  -0.20  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.18  -0.23    1   
2031   76  -0.20  -0.18  -0.18  -0.17  -0.17  -0.17  -0.17  -0.18  -0.17  -0.17  -0.19  -0.24    1   
2032   76  -0.21  -0.18  -0.19  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.19  -0.24    1   
2033   76  -0.21  -0.19  -0.19  -0.18  -0.18  -0.18  -0.18  -0.19  -0.18  -0.18  -0.20  -0.25    1   
2034   76  -0.22  -0.19  -0.20  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.20  -0.25    1   
2035   76  -0.22  -0.20  -0.20  -0.19  -0.19  -0.19  -0.19  -0.20  -0.19  -0.19  -0.21  -0.26    1   
2036   76  -0.23  -0.20  -0.21  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.20  -0.21  -0.26    1   
2021   77  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.31  -0.32    1      Usos_Consuntivos - SLT.SANTIAGO
2022   77  -0.33  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.33    1   
2023   77  -0.34  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.34  -0.34    1   
2024   77  -0.35  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.35  -0.36    1   
2025   77  -0.36  -0.36  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.36  -0.37    1   
2026   77  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.38    1   
2027   77  -0.39  -0.38  -0.38  -0.38  -0.38  -0.38  -0.38  -0.38  -0.38  -0.38  -0.38  -0.39    1   
2028   77  -0.40  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39  -0.40  -0.40    1   
2029   77  -0.41  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.41  -0.42    1   
2030   77  -0.42  -0.42  -0.42  -0.41  -0.41  -0.41  -0.41  -0.42  -0.41  -0.41  -0.42  -0.43    1   
2031   77  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.44    1   
2032   77  -0.45  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.45  -0.45    1   
2033   77  -0.46  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.46  -0.47    1   
2034   77  -0.47  -0.47  -0.46  -0.46  -0.46  -0.46  -0.46  -0.46  -0.46  -0.46  -0.47  -0.48    1   
2035   77  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.48  -0.49    1   
2036   77  -0.50  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.50  -0.50    1   
2021   78  -0.13  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.13  -0.13    1      Usos_Consuntivos - SALTO OSORIO
2022   78  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.14    1   
2023   78  -0.14  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.14    1   
2024   78  -0.14  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.14  -0.14    1   
2025   78  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.15    1   
2026   78  -0.15  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.14  -0.15  -0.15    1   
2027   78  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.16    1   
2028   78  -0.16  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.16  -0.16    1   
2029   78  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.17    1   
2030   78  -0.17  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.17    1   
2031   78  -0.17  -0.17  -0.17  -0.16  -0.16  -0.16  -0.16  -0.17  -0.16  -0.16  -0.17  -0.18    1   
2032   78  -0.18  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.18    1   
2033   78  -0.18  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.17  -0.18  -0.18    1   
2034   78  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.19    1   
2035   78  -0.19  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18  -0.19  -0.19    1   
2036   78  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.19  -0.20    1   
2021   82  -1.12  -1.00  -0.99  -0.97  -0.97  -0.97  -0.97  -0.98  -0.97  -0.97  -1.06  -1.24    1      Usos_Consuntivos - SALTO CAXIAS
2022   82  -1.16  -1.03  -1.03  -1.01  -1.01  -1.01  -1.01  -1.02  -1.01  -1.01  -1.09  -1.28    1   
